gene_accession,type,class,mechanism,group,snp,gene_family,product_name,enhanced_class,enhanced_subclass
MEG_5375|Drugs|Aminocoumarins|Aminocoumarin-resistant_DNA_topoisomerases|PARE|RequiresSNPConfirmation,Drugs,Aminocoumarins,Aminocoumarin-resistant DNA topoisomerases,PARE,RequiresSNPConfirmation,Unknown,Unknown,Unknown,Unknown
MEG_5376|Drugs|Aminocoumarins|Aminocoumarin-resistant_DNA_topoisomerases|PARE|RequiresSNPConfirmation,Drugs,Aminocoumarins,Aminocoumarin-resistant DNA topoisomerases,PARE,RequiresSNPConfirmation,Unknown,Unknown,Unknown,Unknown
MEG_5377|Drugs|Aminocoumarins|Aminocoumarin-resistant_DNA_topoisomerases|PARE|RequiresSNPConfirmation,Drugs,Aminocoumarins,Aminocoumarin-resistant DNA topoisomerases,PARE,RequiresSNPConfirmation,Unknown,Unknown,Unknown,Unknown
MEG_5378|Drugs|Aminocoumarins|Aminocoumarin-resistant_DNA_topoisomerases|PARE|RequiresSNPConfirmation,Drugs,Aminocoumarins,Aminocoumarin-resistant DNA topoisomerases,PARE,RequiresSNPConfirmation,Unknown,Unknown,Unknown,Unknown
MEG_5379|Drugs|Aminocoumarins|Aminocoumarin-resistant_DNA_topoisomerases|PARE|RequiresSNPConfirmation,Drugs,Aminocoumarins,Aminocoumarin-resistant DNA topoisomerases,PARE,RequiresSNPConfirmation,Unknown,Unknown,Unknown,Unknown
MEG_5380|Drugs|Aminocoumarins|Aminocoumarin-resistant_DNA_topoisomerases|PARE|RequiresSNPConfirmation,Drugs,Aminocoumarins,Aminocoumarin-resistant DNA topoisomerases,PARE,RequiresSNPConfirmation,Unknown,Unknown,Unknown,Unknown
MEG_5381|Drugs|Aminocoumarins|Aminocoumarin-resistant_DNA_topoisomerases|PARE|RequiresSNPConfirmation,Drugs,Aminocoumarins,Aminocoumarin-resistant DNA topoisomerases,PARE,RequiresSNPConfirmation,Unknown,Unknown,Unknown,Unknown
MEG_5382|Drugs|Aminocoumarins|Aminocoumarin-resistant_DNA_topoisomerases|PARE|RequiresSNPConfirmation,Drugs,Aminocoumarins,Aminocoumarin-resistant DNA topoisomerases,PARE,RequiresSNPConfirmation,Unknown,Unknown,Unknown,Unknown
MEG_5383|Drugs|Aminocoumarins|Aminocoumarin-resistant_DNA_topoisomerases|PARE|RequiresSNPConfirmation,Drugs,Aminocoumarins,Aminocoumarin-resistant DNA topoisomerases,PARE,RequiresSNPConfirmation,Unknown,Unknown,Unknown,Unknown
MEG_5384|Drugs|Aminocoumarins|Aminocoumarin-resistant_DNA_topoisomerases|PARE|RequiresSNPConfirmation,Drugs,Aminocoumarins,Aminocoumarin-resistant DNA topoisomerases,PARE,RequiresSNPConfirmation,Unknown,Unknown,Unknown,Unknown
MEG_5385|Drugs|Aminocoumarins|Aminocoumarin-resistant_DNA_topoisomerases|PARE|RequiresSNPConfirmation,Drugs,Aminocoumarins,Aminocoumarin-resistant DNA topoisomerases,PARE,RequiresSNPConfirmation,Unknown,Unknown,Unknown,Unknown
MEG_5386|Drugs|Aminocoumarins|Aminocoumarin-resistant_DNA_topoisomerases|PARE|RequiresSNPConfirmation,Drugs,Aminocoumarins,Aminocoumarin-resistant DNA topoisomerases,PARE,RequiresSNPConfirmation,Unknown,Unknown,Unknown,Unknown
MEG_5387|Drugs|Aminocoumarins|Aminocoumarin-resistant_DNA_topoisomerases|PARE|RequiresSNPConfirmation,Drugs,Aminocoumarins,Aminocoumarin-resistant DNA topoisomerases,PARE,RequiresSNPConfirmation,Unknown,Unknown,Unknown,Unknown
MEG_5388|Drugs|Aminocoumarins|Aminocoumarin-resistant_DNA_topoisomerases|PARE|RequiresSNPConfirmation,Drugs,Aminocoumarins,Aminocoumarin-resistant DNA topoisomerases,PARE,RequiresSNPConfirmation,Unknown,Unknown,Unknown,Unknown
MEG_5389|Drugs|Aminocoumarins|Aminocoumarin-resistant_DNA_topoisomerases|PARE|RequiresSNPConfirmation,Drugs,Aminocoumarins,Aminocoumarin-resistant DNA topoisomerases,PARE,RequiresSNPConfirmation,Unknown,Unknown,Unknown,Unknown
MEG_5390|Drugs|Aminocoumarins|Aminocoumarin-resistant_DNA_topoisomerases|PARE|RequiresSNPConfirmation,Drugs,Aminocoumarins,Aminocoumarin-resistant DNA topoisomerases,PARE,RequiresSNPConfirmation,Unknown,Unknown,Unknown,Unknown
MEG_5391|Drugs|Aminocoumarins|Aminocoumarin-resistant_DNA_topoisomerases|PARE|RequiresSNPConfirmation,Drugs,Aminocoumarins,Aminocoumarin-resistant DNA topoisomerases,PARE,RequiresSNPConfirmation,Unknown,Unknown,Unknown,Unknown
MEG_5392|Drugs|Aminocoumarins|Aminocoumarin-resistant_DNA_topoisomerases|PARE|RequiresSNPConfirmation,Drugs,Aminocoumarins,Aminocoumarin-resistant DNA topoisomerases,PARE,RequiresSNPConfirmation,Unknown,Unknown,Unknown,Unknown
MEG_5393|Drugs|Aminocoumarins|Aminocoumarin-resistant_DNA_topoisomerases|PARE|RequiresSNPConfirmation,Drugs,Aminocoumarins,Aminocoumarin-resistant DNA topoisomerases,PARE,RequiresSNPConfirmation,Unknown,Unknown,Unknown,Unknown
MEG_5394|Drugs|Fluoroquinolones|Fluoroquinolone-resistant_DNA_topoisomerases|PAREF|RequiresSNPConfirmation,Drugs,Fluoroquinolones,Fluoroquinolone-resistant DNA topoisomerases,PAREF,RequiresSNPConfirmation,Unknown,Unknown,Unknown,Unknown
MEG_5395|Drugs|Fluoroquinolones|Fluoroquinolone-resistant_DNA_topoisomerases|PAREF|RequiresSNPConfirmation,Drugs,Fluoroquinolones,Fluoroquinolone-resistant DNA topoisomerases,PAREF,RequiresSNPConfirmation,Unknown,Unknown,Unknown,Unknown
MEG_5396|Drugs|Aminocoumarins|Aminocoumarin-resistant_DNA_topoisomerases|PARY,Drugs,Aminocoumarins,Aminocoumarin-resistant DNA topoisomerases,PARY,,Unknown,Unknown,Unknown,Unknown
MEG_5397|Drugs|Fluoroquinolones|Fluoroquinolone_ABC_efflux_pump|PATA,Drugs,Fluoroquinolones,Fluoroquinolone ABC efflux pump,PATA,,pbp1a,Streptococcus pneumoniae penicillin-binding protein PBP1A0,Beta-lactam,Beta-lactam (Susceptible)
MEG_5398|Drugs|Fluoroquinolones|Fluoroquinolone_ABC_efflux_pump|PATB,Drugs,Fluoroquinolones,Fluoroquinolone ABC efflux pump,PATB,,Unknown,Unknown,Unknown,Unknown
MEG_5399|Drugs|betalactams|Penicillin_binding_protein|PBP1A|RequiresSNPConfirmation,Drugs,betalactams,Penicillin binding protein,PBP1A,RequiresSNPConfirmation,Unknown,Unknown,Unknown,Unknown
MEG_5400|Drugs|betalactams|Penicillin_binding_protein|PBP2,Drugs,betalactams,Penicillin binding protein,PBP2,,Unknown,Unknown,Unknown,Unknown
MEG_5401|Drugs|betalactams|Penicillin_binding_protein|PBP2|RequiresSNPConfirmation,Drugs,betalactams,Penicillin binding protein,PBP2,RequiresSNPConfirmation,Unknown,Unknown,Unknown,Unknown
MEG_5402|Drugs|betalactams|Penicillin_binding_protein|PBP2,Drugs,betalactams,Penicillin binding protein,PBP2,,blaZ,mecC-type penicillin-hydrolyzing class A beta-lactamase BlaZ,Beta-lactam,Penicillin resistance (Staphylococcus aureus)
MEG_5403|Drugs|betalactams|Penicillin_binding_protein|PBP2,Drugs,betalactams,Penicillin binding protein,PBP2,,Unknown,Unknown,Unknown,Unknown
MEG_5404|Drugs|betalactams|Penicillin_binding_protein|PBP2,Drugs,betalactams,Penicillin binding protein,PBP2,,Unknown,Unknown,Unknown,Unknown
MEG_5405|Drugs|betalactams|Penicillin_binding_protein|PBP2|RequiresSNPConfirmation,Drugs,betalactams,Penicillin binding protein,PBP2,RequiresSNPConfirmation,Unknown,Unknown,Unknown,Unknown
MEG_5406|Drugs|betalactams|Penicillin_binding_protein|PBP2B|RequiresSNPConfirmation,Drugs,betalactams,Penicillin binding protein,PBP2B,RequiresSNPConfirmation,Unknown,Unknown,Unknown,Unknown
MEG_5407|Drugs|betalactams|Penicillin_binding_protein|PBP2X|RequiresSNPConfirmation,Drugs,betalactams,Penicillin binding protein,PBP2X,RequiresSNPConfirmation,Unknown,Unknown,Unknown,Unknown
MEG_5408|Drugs|betalactams|Penicillin_binding_protein|PBP3|RequiresSNPConfirmation,Drugs,betalactams,Penicillin binding protein,PBP3,RequiresSNPConfirmation,hmrM,sodium-coupled multidrug efflux MATE transporter HmrM,Efflux,Efflux
MEG_5409|Drugs|betalactams|Penicillin_binding_protein|PBP4B,Drugs,betalactams,Penicillin binding protein,PBP4B,,Unknown,Unknown,Unknown,Unknown
MEG_5410|Metals|Lead_resistance|Lead_P-type_ATPase_transporter|PBRA,Metals,Lead resistance,Lead P-type ATPase transporter,PBRA,,Unknown,Unknown,Unknown,Unknown
MEG_5411|Metals|Lead_resistance|Lead_P-type_ATPase_transporter|PBRB,Metals,Lead resistance,Lead P-type ATPase transporter,PBRB,,Unknown,Unknown,Unknown,Unknown
MEG_5412|Metals|Lead_resistance|Lead_P-type_ATPase_transporter|PBRD,Metals,Lead resistance,Lead P-type ATPase transporter,PBRD,,Unknown,Unknown,Unknown,Unknown
MEG_5413|Metals|Lead_resistance|Lead_P-type_ATPase_regulator|PBRR,Metals,Lead resistance,Lead P-type ATPase regulator,PBRR,,Unknown,Unknown,Unknown,Unknown
MEG_5414|Metals|Lead_resistance|Lead_P-type_ATPase_transporter|PBRT,Metals,Lead resistance,Lead P-type ATPase transporter,PBRT,,Unknown,Unknown,Unknown,Unknown
MEG_5415|Biocides|Multi-biocide_resistance|Multi-biocide_resistance_regulator|PCM,Biocides,Multi-biocide resistance,Multi-biocide resistance regulator,PCM,,Unknown,Unknown,Unknown,Unknown
MEG_5416|Metals|Copper_resistance|Copper_resistance_protein|PCOA,Metals,Copper resistance,Copper resistance protein,PCOA,,Unknown,Unknown,Unknown,Unknown
MEG_5417|Metals|Copper_resistance|Copper_resistance_protein|PCOB,Metals,Copper resistance,Copper resistance protein,PCOB,,Unknown,Unknown,Unknown,Unknown
MEG_5418|Metals|Copper_resistance|Copper_resistance_protein|PCOB,Metals,Copper resistance,Copper resistance protein,PCOB,,Unknown,Unknown,Unknown,Unknown
MEG_5419|Metals|Copper_resistance|Copper_resistance_protein|PCOC,Metals,Copper resistance,Copper resistance protein,PCOC,,Unknown,Unknown,Unknown,Unknown
MEG_5420|Metals|Copper_resistance|Copper_resistance_protein|PCOC,Metals,Copper resistance,Copper resistance protein,PCOC,,Unknown,Unknown,Unknown,Unknown
MEG_5421|Metals|Copper_resistance|Copper_resistance_protein|PCOD,Metals,Copper resistance,Copper resistance protein,PCOD,,Unknown,Unknown,Unknown,Unknown
MEG_5422|Metals|Copper_resistance|Copper_resistance_protein|PCOD,Metals,Copper resistance,Copper resistance protein,PCOD,,Unknown,Unknown,Unknown,Unknown
MEG_5423|Metals|Multi-metal_resistance|Multi-metal_resistance_regulator|PCOE,Metals,Multi-metal resistance,Multi-metal resistance regulator,PCOE,,Unknown,Unknown,Unknown,Unknown
MEG_5424|Metals|Copper_resistance|Copper_resistance_regulator|PCOR,Metals,Copper resistance,Copper resistance regulator,PCOR,,Unknown,Unknown,Unknown,Unknown
MEG_5425|Metals|Copper_resistance|Copper_resistance_regulator|PCOS,Metals,Copper resistance,Copper resistance regulator,PCOS,,Unknown,Unknown,Unknown,Unknown
MEG_5426|Drugs|betalactams|Class_C_betalactamases|PDC,Drugs,betalactams,Class C betalactamases,PDC,,blaPDC,extended-spectrum class C beta-lactamase PDC-50,Beta-lactam,AmpC
MEG_5427|Drugs|betalactams|Class_C_betalactamases|PDC,Drugs,betalactams,Class C betalactamases,PDC,,blaPDC,class C beta-lactamase PDC-294,Beta-lactam,AmpC
MEG_5428|Drugs|betalactams|Class_C_betalactamases|PDC,Drugs,betalactams,Class C betalactamases,PDC,,blaPDC,class C beta-lactamase PDC-160,Beta-lactam,AmpC
MEG_5429|Drugs|betalactams|Class_C_betalactamases|PDC,Drugs,betalactams,Class C betalactamases,PDC,,blaPDC,class C beta-lactamase PDC-41,Beta-lactam,AmpC
MEG_5430|Drugs|betalactams|Class_C_betalactamases|PDC,Drugs,betalactams,Class C betalactamases,PDC,,blaPDC,class C beta-lactamase PDC-140,Beta-lactam,AmpC
MEG_5431|Drugs|betalactams|Class_C_betalactamases|PDC,Drugs,betalactams,Class C betalactamases,PDC,,blaPDC,class C beta-lactamase PDC-151,Beta-lactam,AmpC
MEG_5432|Drugs|betalactams|Class_C_betalactamases|PDC,Drugs,betalactams,Class C betalactamases,PDC,,blaPDC,class C beta-lactamase PDC-33,Beta-lactam,AmpC
MEG_5433|Drugs|betalactams|Class_C_betalactamases|PDC,Drugs,betalactams,Class C betalactamases,PDC,,blaPDC,class C beta-lactamase PDC-42,Beta-lactam,AmpC
MEG_5434|Drugs|betalactams|Class_C_betalactamases|PDC,Drugs,betalactams,Class C betalactamases,PDC,,blaPDC,class C beta-lactamase PDC-115,Beta-lactam,AmpC
MEG_5435|Drugs|betalactams|Class_C_betalactamases|PDC,Drugs,betalactams,Class C betalactamases,PDC,,blaPDC,class C beta-lactamase PDC-288,Beta-lactam,AmpC
MEG_5436|Drugs|betalactams|Class_C_betalactamases|PDC,Drugs,betalactams,Class C betalactamases,PDC,,blaPDC,class C beta-lactamase PDC-213,Beta-lactam,AmpC
MEG_5437|Drugs|betalactams|Class_C_betalactamases|PDC,Drugs,betalactams,Class C betalactamases,PDC,,blaPDC,class C beta-lactamase PDC-274,Beta-lactam,AmpC
MEG_5438|Drugs|betalactams|Class_C_betalactamases|PDC,Drugs,betalactams,Class C betalactamases,PDC,,blaPDC,class C beta-lactamase PDC-102,Beta-lactam,AmpC
MEG_5439|Drugs|betalactams|Class_C_betalactamases|PDC,Drugs,betalactams,Class C betalactamases,PDC,,blaPDC,inhibitor-resistant extended-spectrum class C beta-lactamase PDC-306,Beta-lactam,AmpC
MEG_5440|Drugs|betalactams|Class_C_betalactamases|PDC,Drugs,betalactams,Class C betalactamases,PDC,,blaPDC,class C beta-lactamase PDC-304,Beta-lactam,AmpC
MEG_5441|Drugs|betalactams|Class_C_betalactamases|PDC,Drugs,betalactams,Class C betalactamases,PDC,,blaPDC,inhibitor-resistant extended-spectrum class C beta-lactamase PDC-86,Beta-lactam,AmpC
MEG_5442|Drugs|betalactams|Class_C_betalactamases|PDC,Drugs,betalactams,Class C betalactamases,PDC,,blaPDC,class C beta-lactamase PDC-244,Beta-lactam,AmpC
MEG_5443|Drugs|betalactams|Class_C_betalactamases|PDC,Drugs,betalactams,Class C betalactamases,PDC,,blaPDC,class C beta-lactamase PDC-303,Beta-lactam,AmpC
MEG_5444|Drugs|betalactams|Class_C_betalactamases|PDC,Drugs,betalactams,Class C betalactamases,PDC,,blaPDC,class C beta-lactamase PDC-110,Beta-lactam,AmpC
MEG_5445|Drugs|betalactams|Class_C_betalactamases|PDC,Drugs,betalactams,Class C betalactamases,PDC,,blaPDC,class C beta-lactamase PDC-163,Beta-lactam,AmpC
MEG_5446|Drugs|betalactams|Class_C_betalactamases|PDC,Drugs,betalactams,Class C betalactamases,PDC,,blaPDC,class C beta-lactamase PDC-248,Beta-lactam,AmpC
MEG_5447|Drugs|betalactams|Class_C_betalactamases|PDC,Drugs,betalactams,Class C betalactamases,PDC,,blaPDC,class C beta-lactamase PDC-212,Beta-lactam,AmpC
MEG_5448|Drugs|betalactams|Class_C_betalactamases|PDC,Drugs,betalactams,Class C betalactamases,PDC,,blaPDC,class C beta-lactamase PDC-165,Beta-lactam,AmpC
MEG_5449|Drugs|betalactams|Class_C_betalactamases|PDC,Drugs,betalactams,Class C betalactamases,PDC,,blaPDC,class C beta-lactamase PDC-109,Beta-lactam,AmpC
MEG_5450|Drugs|betalactams|Class_C_betalactamases|PDC,Drugs,betalactams,Class C betalactamases,PDC,,blaPDC,class C beta-lactamase PDC-302,Beta-lactam,AmpC
MEG_5451|Drugs|betalactams|Class_C_betalactamases|PDC,Drugs,betalactams,Class C betalactamases,PDC,,blaPDC,inhibitor-resistant extended-spectrum class C beta-lactamase PDC-243,Beta-lactam,AmpC
MEG_5452|Drugs|betalactams|Class_C_betalactamases|PDC,Drugs,betalactams,Class C betalactamases,PDC,,blaPDC,class C beta-lactamase PDC-94,Beta-lactam,AmpC
MEG_5453|Drugs|betalactams|Class_C_betalactamases|PDC,Drugs,betalactams,Class C betalactamases,PDC,,blaPDC,class C beta-lactamase PDC-48,Beta-lactam,AmpC
MEG_5454|Drugs|betalactams|Class_C_betalactamases|PDC,Drugs,betalactams,Class C betalactamases,PDC,,blaPDC,class C beta-lactamase PDC-58,Beta-lactam,AmpC
MEG_5455|Drugs|betalactams|Class_C_betalactamases|PDC,Drugs,betalactams,Class C betalactamases,PDC,,blaPDC,class C beta-lactamase PDC-180,Beta-lactam,AmpC
MEG_5456|Drugs|betalactams|Class_C_betalactamases|PDC,Drugs,betalactams,Class C betalactamases,PDC,,blaPDC,class C beta-lactamase PDC-285,Beta-lactam,AmpC
MEG_5457|Drugs|betalactams|Class_C_betalactamases|PDC,Drugs,betalactams,Class C betalactamases,PDC,,blaPDC,inhibitor-resistant extended-spectrum class C beta-lactamase PDC-267,Beta-lactam,AmpC
MEG_5458|Drugs|betalactams|Class_C_betalactamases|PDC,Drugs,betalactams,Class C betalactamases,PDC,,blaPDC,class C beta-lactamase PDC-55,Beta-lactam,AmpC
MEG_5459|Drugs|betalactams|Class_C_betalactamases|PDC,Drugs,betalactams,Class C betalactamases,PDC,,blaPDC,class C beta-lactamase PDC-147,Beta-lactam,AmpC
MEG_5460|Drugs|betalactams|Class_C_betalactamases|PDC,Drugs,betalactams,Class C betalactamases,PDC,,blaPDC,class C beta-lactamase PDC-128,Beta-lactam,AmpC
MEG_5461|Drugs|betalactams|Class_C_betalactamases|PDC,Drugs,betalactams,Class C betalactamases,PDC,,blaPDC,class C beta-lactamase PDC-31,Beta-lactam,AmpC
MEG_5462|Drugs|betalactams|Class_C_betalactamases|PDC,Drugs,betalactams,Class C betalactamases,PDC,,blaPDC,class C beta-lactamase PDC-136,Beta-lactam,AmpC
MEG_5463|Drugs|betalactams|Class_C_betalactamases|PDC,Drugs,betalactams,Class C betalactamases,PDC,,blaPDC,class C beta-lactamase PDC-181,Beta-lactam,AmpC
MEG_5464|Drugs|betalactams|Class_C_betalactamases|PDC,Drugs,betalactams,Class C betalactamases,PDC,,blaPDC,class C beta-lactamase PDC-120,Beta-lactam,AmpC
MEG_5465|Drugs|betalactams|Class_C_betalactamases|PDC,Drugs,betalactams,Class C betalactamases,PDC,,blaPDC,class C beta-lactamase PDC-194,Beta-lactam,AmpC
MEG_5466|Drugs|betalactams|Class_C_betalactamases|PDC,Drugs,betalactams,Class C betalactamases,PDC,,blaPDC,class C beta-lactamase PDC-283,Beta-lactam,AmpC
MEG_5467|Drugs|betalactams|Class_C_betalactamases|PDC,Drugs,betalactams,Class C betalactamases,PDC,,blaPDC,class C beta-lactamase PDC-98,Beta-lactam,AmpC
MEG_5468|Drugs|betalactams|Class_C_betalactamases|PDC,Drugs,betalactams,Class C betalactamases,PDC,,blaPDC,class C beta-lactamase PDC-282,Beta-lactam,AmpC
MEG_5469|Drugs|betalactams|Class_C_betalactamases|PDC,Drugs,betalactams,Class C betalactamases,PDC,,blaPDC,class C beta-lactamase PDC-173,Beta-lactam,AmpC
MEG_5470|Drugs|betalactams|Class_C_betalactamases|PDC,Drugs,betalactams,Class C betalactamases,PDC,,blaPDC,class C beta-lactamase PDC-209,Beta-lactam,AmpC
MEG_5471|Drugs|betalactams|Class_C_betalactamases|PDC,Drugs,betalactams,Class C betalactamases,PDC,,blaPDC,class C beta-lactamase PDC-273,Beta-lactam,AmpC
MEG_5472|Drugs|betalactams|Class_C_betalactamases|PDC,Drugs,betalactams,Class C betalactamases,PDC,,blaPDC,inhibitor-resistant extended-spectrum class C beta-lactamase PDC-80,Beta-lactam,AmpC
MEG_5473|Drugs|betalactams|Class_C_betalactamases|PDC,Drugs,betalactams,Class C betalactamases,PDC,,blaPDC,class C beta-lactamase PDC-114,Beta-lactam,AmpC
MEG_5474|Drugs|betalactams|Class_C_betalactamases|PDC,Drugs,betalactams,Class C betalactamases,PDC,,blaPDC,class C beta-lactamase PDC-238,Beta-lactam,AmpC
MEG_5475|Drugs|betalactams|Class_C_betalactamases|PDC,Drugs,betalactams,Class C betalactamases,PDC,,blaPDC,class C beta-lactamase PDC-54,Beta-lactam,AmpC
MEG_5476|Drugs|betalactams|Class_C_betalactamases|PDC,Drugs,betalactams,Class C betalactamases,PDC,,blaPDC,class C beta-lactamase PDC-242,Beta-lactam,AmpC
MEG_5477|Drugs|betalactams|Class_C_betalactamases|PDC,Drugs,betalactams,Class C betalactamases,PDC,,blaPDC,inhibitor-resistant extended-spectrum class C beta-lactamase PDC-221,Beta-lactam,AmpC
MEG_5478|Drugs|betalactams|Class_C_betalactamases|PDC,Drugs,betalactams,Class C betalactamases,PDC,,blaPDC,class C beta-lactamase PDC-226,Beta-lactam,AmpC
MEG_5479|Drugs|betalactams|Class_C_betalactamases|PDC,Drugs,betalactams,Class C betalactamases,PDC,,blaPDC,class C beta-lactamase PDC-231,Beta-lactam,AmpC
MEG_5480|Drugs|betalactams|Class_C_betalactamases|PDC,Drugs,betalactams,Class C betalactamases,PDC,,blaPDC,inhibitor-resistant extended-spectrum class C beta-lactamase PDC-223,Beta-lactam,AmpC
MEG_5481|Drugs|betalactams|Class_C_betalactamases|PDC,Drugs,betalactams,Class C betalactamases,PDC,,blaPDC,class C beta-lactamase PDC-258,Beta-lactam,AmpC
MEG_5482|Drugs|betalactams|Class_C_betalactamases|PDC,Drugs,betalactams,Class C betalactamases,PDC,,blaPDC,class C beta-lactamase PDC-247,Beta-lactam,AmpC
MEG_5483|Drugs|betalactams|Class_C_betalactamases|PDC,Drugs,betalactams,Class C betalactamases,PDC,,blaPDC,class C beta-lactamase PDC-57,Beta-lactam,AmpC
MEG_5484|Drugs|betalactams|Class_C_betalactamases|PDC,Drugs,betalactams,Class C betalactamases,PDC,,blaPDC,class C beta-lactamase PDC-317,Beta-lactam,AmpC
MEG_5485|Drugs|betalactams|Class_C_betalactamases|PDC,Drugs,betalactams,Class C betalactamases,PDC,,blaPDC,class C beta-lactamase PDC-191,Beta-lactam,AmpC
MEG_5486|Drugs|betalactams|Class_C_betalactamases|PDC,Drugs,betalactams,Class C betalactamases,PDC,,blaPDC,class C beta-lactamase PDC-97,Beta-lactam,AmpC
MEG_5487|Drugs|betalactams|Class_C_betalactamases|PDC,Drugs,betalactams,Class C betalactamases,PDC,,blaPDC,class C beta-lactamase PDC-200,Beta-lactam,AmpC
MEG_5488|Drugs|betalactams|Class_C_betalactamases|PDC,Drugs,betalactams,Class C betalactamases,PDC,,blaPDC,class C beta-lactamase PDC-168,Beta-lactam,AmpC
MEG_5489|Drugs|betalactams|Class_C_betalactamases|PDC,Drugs,betalactams,Class C betalactamases,PDC,,blaPDC,class C beta-lactamase PDC-179,Beta-lactam,AmpC
MEG_5490|Drugs|betalactams|Class_C_betalactamases|PDC,Drugs,betalactams,Class C betalactamases,PDC,,blaPDC,class C beta-lactamase PDC-176,Beta-lactam,AmpC
MEG_5491|Drugs|betalactams|Class_C_betalactamases|PDC,Drugs,betalactams,Class C betalactamases,PDC,,blaPDC,class C beta-lactamase PDC-208,Beta-lactam,AmpC
MEG_5492|Drugs|betalactams|Class_C_betalactamases|PDC,Drugs,betalactams,Class C betalactamases,PDC,,blaPDC,class C beta-lactamase PDC-119,Beta-lactam,AmpC
MEG_5493|Drugs|betalactams|Class_C_betalactamases|PDC,Drugs,betalactams,Class C betalactamases,PDC,,blaPDC,inhibitor-resistant extended-spectrum class C beta-lactamase PDC-309,Beta-lactam,AmpC
MEG_5494|Drugs|betalactams|Class_C_betalactamases|PDC,Drugs,betalactams,Class C betalactamases,PDC,,blaPDC,class C beta-lactamase PDC-118,Beta-lactam,AmpC
MEG_5495|Drugs|betalactams|Class_C_betalactamases|PDC,Drugs,betalactams,Class C betalactamases,PDC,,blaPDC,class C beta-lactamase PDC-49,Beta-lactam,AmpC
